,Unnamed: 0,English,German_Singular,German_Plural,IPA
1923,1923,Intensity,Die Intensität,(usually uncountable),diː ɪntɛnziːtɛt
1924,1924,Ditch,Der Graben,Die Gräben,dɛːr ɡrabn̩
1925,1925,Daisy,Das Gänseblümchen,Die Gänseblümchen,daːs ɡɛnzɛblymxn̩
1926,1926,Chapel,Die Kapelle,Die Kapellen,diː kaːpɛlə
1927,1927,Swamp,Das Sumpf,Die Sümpfe,daːs zump͡f
1928,1928,Relation,Die Beziehung,Die Beziehungen,diː bɛːt͡siːʊŋk
1929,1929,Guess,Die Vermutung,Die Vermutungen,diː fɛːrmuːtʊŋk
1930,1930,Crane,Der Kran,Die Kräne,dɛːr kraːn
1931,1931,Encounter,Das Aufeinandertreffen,Die Aufeinandertreffen,daːs aʊ̯faɪ̯nandɛːrtrɛfɛːn
1932,1932,Sequence,Die Abfolge,Die Abfolgen,diː abfɔlɡə
1933,1933,Fragment,Das Fragment,Die Fragmente,daːs fraɡmɛnt
1934,1934,Draft,Die Ausarbeitung,Die Ausarbeitungen,diː aʊ̯zaːrbaɪ̯tʊŋk
1935,1935,Diner,Das Speiselokal,Die Speiselokale,daːs spaɪ̯zɛːloːkaːl
1936,1936,Function,Die Funktion,Die Funktionen,diː fʊŋktiːoːn
1937,1937,Organization,Die Organisation,Die Organisationen,diː oːrɡaːniːzaːtiːoːn
1938,1938,Skeleton,Das Skelett,Die Skelette,daːs skɛːlɛt
1939,1939,Misery,Das Elend,(usually uncountable),daːs ɛln̩t
1940,1940,Herb,Das Kraut,Die Kräuter,daːs kraʊ̯t
1941,1941,Stump,Der Stumpf,Die Stümpfe,dɛːr stump͡f
1942,1942,Stake,Der Einsatz,Die Einsätze,dɛːr aɪ̯nzaːt͡s
1943,1943,Puff,Das Puff,Die Puffs,daːs pʊf
1944,1944,Creation,Die Schaffung,Die Schaffungen,diː ʃafʊŋk
1945,1945,Wake,Das Erwachen,Die Erwachen,daːs ɛːrvaxn̩
1946,1946,Wizard,Der Zauberer,Die Zauberer,dɛːr t͡saʊ̯bɛːrɐ
1947,1947,Mat,Das Matte,Die Matten,daːs matə
1948,1948,Seal,Die Dichtung,Die Dichtungen,diː dɪçtʊŋk
1949,1949,Twilight,Die Dämmerung,(usually uncountable),diː dɛmɛːrʊŋk
1950,1950,Grunt,Das Grunzen,Die Grunzen,daːs ɡruːnt͡sɛːn
1951,1951,Punishment,Die Bestrafung,Die Bestrafungen,diː bɛstraːfʊŋk
1952,1952,Clan,Der Clan,Die Clans,dɛːr klaːn
1953,1953,Copper,Das Kupfer,(usually uncountable),daːs kʊp͡fɐ
1954,1954,Debris,Der Schutt,(no plural form),dɛːr ʃʊt
1955,1955,Painter,Der Maler,Die Maler,dɛːr maːlɐ
1956,1956,Steering,Die Lenkung,Die Lenkungen,diː lɛŋkʊŋk
1957,1957,Math,Die Mathematik,(usually uncountable),diː maːtɛːmaːtiːk
1958,1958,Recognition,Die Anerkennung,(usually uncountable),diː aːnɛːrkɛnʊŋk
1959,1959,Temper,Der Gemüt,(usually uncountable),dɛːr ɡɛːmyːt
1960,1960,Regret,Das Bedauern,(usually uncountable),daːs bɛːdaʊ̯ɛːɐ̯n
1961,1961,Destination,Das Ziel,Die Ziele,daːs t͡siːl
1962,1962,Mill,Die Mühle,Die Mühlen,diː myːlə
1963,1963,Error,Der Fehler,Die Fehler,dɛːr feːlɐ
1964,1964,Romance,Die Romanze,Die Romanzen,diː roːmaːnt͡sə
1965,1965,Topic,Das Thema,Die Themen,daːs tɛːmaː
1966,1966,Patio,Die Terrasse,Die Terrassen,diː tɛrazə
1967,1967,Shovel,Die Schaufel,Die Schaufeln,diː ʃaʊ̯fɛːl
1968,1968,Pajamas,Der Schlafanzug,Die Schlafanzüge,dɛːr ʃlaːfaːnt͡sʊk
1969,1969,EMail,Die E-Mail,Die E-Mails,diː ɛː-maɪ̯l
1970,1970,Pigeon,Die Taube,Die Tauben,diː taʊ̯bə
1971,1971,Dinosaur,Der Dinosaurier,Die Dinosaurier,dɛːr diːnoːzaʊ̯riːɐ̯
1972,1972,Industry,Die Industrie,Die Industrien,diː ɪndʊstriː
1973,1973,Operator,Der Operator,Die Operatoren,dɛːr oːpɛːraːtoːɐ̯
1974,1974,Lift,Der Aufzug,Die Aufzüge,dɛːr aʊ̯ft͡sʊk
1975,1975,Counselor,Der Berater,Die Berater,dɛːr bɛːraːtɐ
1976,1976,Gathering,Das Treffen,Die Treffen,daːs trɛfɛːn
1977,1977,Principle,Das Prinzip,Die Prinzipien,daːs priːnt͡siːp
1978,1978,Drama,Das Drama,Die Dramen,daːs draːmaː
1979,1979,Chick,Das Küken,Die Küken,daːs kykn̩
1980,1980,Chart,Das Diagramm,Die Diagramme,daːs diːaːɡram
1981,1981,Campaign,Die Kampagne,Die Kampagnen,diː kampanjə
1982,1982,Laurel,Der Lorbeer,Die Lorbeeren,dɛːr loːrbeːɐ̯
1983,1983,Steak,Das Steak,Die Steaks,daːs stɛːaːk
1984,1984,Criminal,Der Verbrecher,Die Verbrecher,dɛːr fɛːrbrɛçɐ
1985,1985,Globe,Der Globus,Die Globen,dɛːr ɡloːbʊs
1986,1986,Bruise,Der Bluterguss,Die Blutergüsse,dɛːr bluːtɛːrks
1987,1987,Knob,Der Knopf,Die Knöpfe,dɛːr knɔp͡f
1988,1988,Killing,Der Mord,Die Morde,dɛːr moːɐ̯t
1989,1989,Sweetheart,Die Liebste,Die Liebsten,diː libstə
1990,1990,Opera,Die Oper,Die Opern,diː oːpɐ
1991,1991,Frost,Der Frost,(no plural form),dɛːr frɔst
1992,1992,Nipple,Die Brustwarze,Die Brustwarzen,diː brʊstvaːrt͡sə
1993,1993,Reverend,Der Pfarrer,Die Pfarrer,dɛːr p͡farɐ
1994,1994,Haze,Der Dunst,(usually uncountable),dɛːr dʊnst
1995,1995,Flood,Die Überschwemmung,Die Überschwemmungen,diː yːbɛːrʃvɛmʊŋk
1996,1996,Carol,Das Lied,Die Lieder,daːs liːt
1997,1997,Weakness,Die Schwäche,Die Schwächen,diː ʃvɛçə
1998,1998,Cooking,Das Kochen,(usually uncountable),daːs kɔxn̩
